social_support_social_support,generosity_generosity,logged_gdp_per_capita_log_gdp_per_capita,explained_by_freedom_to_make_life_choices_negative_affect,perceptions_of_corruption_perceptions_of_corruption,explained_by_social_support_positive_affect,ladder_score_life_ladder,freedom_to_make_life_choices_freedom_to_make_life_choices,healthy_life_expectancy_healthy_life_expectancy_at_birth
0.829,-0.066,9.656,0.271,0.907,0.464,5.167,0.607,67.100
0.866,-0.081,9.597,0.494,0.890,0.322,4.024,0.447,67.600
0.824,-0.087,7.777,0.170,0.768,0.793,4.898,0.618,45.740
0.798,-0.099,7.953,0.270,0.743,0.732,3.808,0.729,46.600
0.769,-0.145,7.931,0.255,0.797,0.746,3.795,0.757,47.300
0.790,-0.131,7.926,0.273,0.915,0.735,3.512,0.716,48.700
0.594,0.115,7.196,0.435,0.776,0.613,3.701,0.790,49.140
0.619,-0.035,7.223,0.261,0.840,0.585,4.221,0.724,49.960
0.827,-0.038,7.258,0.217,0.818,0.595,4.196,0.819,51.600
0.708,-0.030,7.391,0.443,0.869,0.543,4.571,0.590,53.280
0.638,-0.061,7.365,0.388,0.903,0.505,2.702,0.671,53.700
0.643,0.033,7.324,0.509,0.901,0.636,3.355,0.763,54.500
0.685,-0.012,7.324,0.391,0.867,0.668,4.424,0.733,55.300
0.727,0.050,7.311,0.436,0.868,0.660,4.135,0.766,56.100
0.712,0.051,7.264,0.389,0.828,0.636,5.121,0.706,56.900
0.855,-0.032,9.842,0.316,0.791,0.695,5.754,0.712,62.660
0.868,-0.044,9.308,0.369,,0.704,5.615,0.775,62.300
0.876,-0.089,9.268,0.383,,0.718,5.434,0.822,62.300
0.823,-0.019,9.491,0.379,0.673,0.697,5.647,0.779,62.300
0.824,-0.101,9.617,0.399,0.646,0.706,5.494,0.781,62.300
0.827,-0.073,9.627,0.401,0.686,0.709,5.330,0.762,62.300
0.930,-0.295,10.046,0.254,0.967,0.621,5.954,0.567,63.140
0.941,-0.282,10.163,0.279,0.966,0.589,5.808,0.590,63.480
0.914,-0.259,10.199,0.276,0.961,0.533,5.554,0.621,63.820
0.933,-0.303,10.050,0.271,0.979,0.526,5.467,0.496,64.160
0.882,-0.275,10.085,0.272,0.962,0.473,5.066,0.519,64.500
0.911,-0.148,10.167,0.275,0.964,0.570,5.432,0.566,64.700
0.919,-0.273,10.218,0.277,0.957,0.581,5.771,0.503,64.900
0.913,-0.237,10.263,0.294,0.936,0.581,5.596,0.556,65.100
0.908,-0.263,10.306,0.287,0.956,0.619,6.126,0.508,65.300
0.929,-0.254,10.335,0.276,0.924,0.595,5.711,0.641,65.500
0.938,-0.266,10.373,0.250,0.949,0.594,5.866,0.614,66.100
0.926,-0.174,10.429,0.195,0.790,0.608,6.273,0.749,66.700
0.929,-0.237,10.474,0.214,0.852,0.517,6.309,0.699,67.300
0.918,-0.251,10.518,0.276,0.783,0.566,6.064,0.780,67.900
0.953,-0.122,10.504,0.202,0.829,0.660,6.391,0.824,68.500
0.939,0.127,11.562,0.238,0.432,0.799,6.958,0.939,71.440
0.952,0.096,11.592,0.216,0.423,0.809,7.097,0.908,71.700
0.934,0.106,11.595,0.200,0.388,0.836,7.101,0.962,71.880
0.914,0.059,11.567,0.227,0.403,0.815,6.964,0.917,72.060
0.917,-0.054,11.580,0.185,0.301,0.640,7.131,0.790,72.240
0.875,0.106,11.598,0.170,0.366,0.803,6.891,0.938,72.420
0.934,0.052,11.617,0.193,0.375,0.757,6.702,0.932,72.600
0.941,0.019,11.640,0.192,0.356,0.758,6.967,0.882,72.600
0.905,0.044,11.634,0.184,0.330,0.766,7.061,0.903,72.600
0.902,-0.022,11.645,0.202,0.385,0.750,7.243,0.884,72.600
0.912,-0.045,11.648,0.212,0.390,0.789,7.404,0.930,72.600
0.711,-0.039,7.376,0.161,,0.702,3.980,,54.040
0.776,-0.099,7.439,0.215,0.773,0.614,4.640,0.332,54.920
0.818,-0.062,7.336,0.235,0.897,0.510,4.381,0.546,56.220
0.673,-0.055,7.339,0.194,0.854,0.690,3.551,0.487,56.640
0.673,-0.019,7.334,0.241,0.868,0.734,3.816,0.480,57.060
0.655,-0.023,7.340,0.192,0.791,0.748,3.676,0.529,57.480
0.647,-0.041,7.344,0.226,0.861,0.802,3.593,0.545,57.900
0.746,-0.069,7.356,0.204,0.864,0.813,3.663,0.570,58.300
0.626,-0.033,7.368,0.375,0.847,0.752,4.079,0.570,58.700
0.666,0.003,7.386,0.362,0.889,0.752,4.071,0.551,59.100
0.701,-0.012,7.406,0.304,0.720,0.723,4.339,0.550,59.500
0.554,0.200,6.678,0.222,0.676,0.670,3.830,0.767,44.880
0.600,0.202,6.742,0.176,0.691,0.727,4.891,0.910,46.260
0.718,0.176,6.838,0.130,0.689,0.765,5.148,0.879,49.020
0.613,0.099,6.895,0.268,0.853,0.713,3.946,0.733,51.420
0.604,0.169,6.885,0.200,0.886,0.816,4.279,0.637,52.440
0.563,0.078,6.907,0.248,0.857,0.808,4.035,0.752,53.460
0.512,0.061,6.935,0.263,0.824,0.704,4.563,0.786,54.480
0.494,0.058,6.935,0.260,0.835,0.633,3.868,0.801,55.500
0.524,0.066,6.932,0.325,0.824,0.603,3.476,0.810,56.200
0.555,0.025,6.945,0.312,0.735,0.609,3.417,0.848,56.900
0.528,0.073,6.949,0.365,0.766,0.586,3.335,0.799,57.600
0.549,0.004,6.966,0.348,0.680,0.537,3.869,0.765,58.300
0.866,0.201,9.839,0.243,0.740,0.750,6.012,0.837,64.960
0.871,0.089,9.881,0.162,0.799,0.775,6.239,0.844,65.120
0.803,0.044,9.909,0.186,0.884,0.815,5.807,0.780,65.280
0.792,-0.009,9.875,0.164,0.858,0.822,5.385,0.874,65.440
0.839,0.032,9.930,0.192,0.844,0.832,5.580,0.769,65.600
0.770,-0.016,9.966,0.155,0.842,0.887,5.786,0.840,65.760
0.841,0.017,10.005,0.177,0.847,0.867,5.914,0.848,65.920
0.831,0.264,10.037,0.317,0.755,0.736,5.770,0.791,66.080
0.863,0.239,10.082,0.261,0.845,0.770,5.963,0.808,66.240
0.818,0.222,10.118,0.314,0.838,0.775,6.322,0.675,66.400
0.789,0.127,10.223,0.200,0.894,0.824,5.339,0.875,67.000
0.842,0.123,10.252,0.176,0.782,0.834,5.428,0.916,67.200
0.913,0.024,9.826,,,,5.198,0.855,70.600
0.761,-0.072,7.593,0.209,0.761,0.767,4.014,0.555,45.920
0.747,-0.012,7.607,0.164,0.918,0.682,4.115,0.495,47.160
0.733,0.008,7.622,0.150,0.819,0.760,3.977,0.634,47.780
0.751,-0.028,7.642,0.162,0.811,0.797,3.762,0.749,48.400
0.796,-0.101,7.643,0.132,0.726,0.758,4.667,0.823,48.760
0.823,-0.088,7.605,0.109,0.787,0.681,4.313,0.704,49.120
0.820,-0.053,7.599,0.193,0.755,0.724,3.676,0.665,49.480
0.843,-0.037,7.638,0.186,0.658,0.741,3.975,0.652,49.840
0.830,-0.068,7.669,0.243,0.800,0.709,4.582,0.634,50.200
0.836,-0.070,7.695,0.305,0.862,0.807,4.016,0.696,50.700
0.741,-0.069,7.718,0.393,0.863,0.742,4.742,0.753,51.200
0.692,-0.034,7.733,0.370,0.793,0.770,4.416,0.737,51.700
0.755,-0.038,7.752,0.358,0.846,0.712,4.988,0.670,52.200
0.916,0.464,10.331,0.358,,0.715,6.328,0.803,71.380
0.908,0.287,10.361,0.375,,0.697,5.774,0.802,71.600
0.923,0.296,10.370,0.340,,0.736,6.155,0.882,71.720
0.922,0.352,10.389,0.391,,0.744,5.963,0.861,71.840
0.942,0.410,10.422,0.370,,0.660,6.380,0.909,71.960
0.941,0.404,10.486,0.352,0.670,0.652,6.452,0.904,72.080
0.919,0.347,10.566,0.355,0.664,0.680,6.613,0.912,72.200
0.930,0.345,10.599,0.355,0.696,0.687,6.591,0.916,72.200
0.937,0.253,10.635,0.302,0.690,0.721,6.676,0.924,72.200
0.932,0.179,10.670,0.296,0.595,0.721,6.910,0.927,72.200
0.922,0.087,10.677,0.356,0.689,0.707,6.733,0.924,72.200
0.938,,,0.411,0.675,0.601,6.157,0.931,72.200
0.682,-0.072,8.533,0.174,0.586,0.733,4.149,0.573,53.660
0.670,-0.018,8.501,0.176,0.841,0.732,4.248,0.593,53.940
0.819,0.039,8.473,0.170,0.848,0.738,4.500,0.735,54.220
0.857,0.055,8.470,0.129,0.727,0.778,4.772,0.669,54.500
0.750,0.052,8.481,0.175,0.747,0.762,4.785,0.567,54.820
0.763,-0.021,8.495,0.164,0.707,0.782,4.673,0.487,55.140
0.741,-0.079,8.506,0.196,0.676,0.793,4.199,0.603,55.460
0.853,-0.054,8.519,0.163,0.589,0.755,4.483,0.468,55.780
0.875,0.055,8.542,0.194,0.715,0.820,3.923,0.447,56.100
0.785,-0.175,8.526,0.222,0.842,0.735,4.472,0.467,56.400
0.779,-0.153,8.533,0.272,0.777,0.637,4.678,0.527,56.700
0.802,-0.112,8.526,0.276,0.711,0.663,4.314,0.467,57.000
0.798,-0.102,8.556,0.260,0.743,0.692,4.153,0.628,57.300
0.800,0.191,9.767,0.253,0.847,0.738,5.477,0.848,64.700
0.785,0.176,9.865,0.222,0.879,0.808,5.648,0.824,65.300
0.836,0.139,9.935,0.246,0.891,0.785,5.610,0.819,65.800
0.910,0.087,9.972,0.169,0.818,0.748,6.174,0.912,66.100
0.909,-0.073,10.008,0.158,0.785,0.774,5.882,0.867,66.400
0.913,-0.053,10.043,0.149,0.810,0.808,6.241,0.893,66.700
0.893,-0.037,9.972,0.138,0.772,0.767,6.015,0.843,67.000
0.903,,9.788,0.219,0.764,0.820,6.581,0.814,66.200
0.879,-0.095,9.825,0.248,0.747,0.816,6.525,0.670,66.320
0.876,-0.128,9.821,0.201,0.785,0.825,6.829,0.677,66.380
0.868,-0.076,9.752,0.196,0.764,0.849,6.963,0.682,66.440
0.876,-0.048,9.788,0.215,0.693,0.840,6.802,0.778,66.500
0.824,-0.099,9.810,0.228,0.698,0.790,6.910,0.831,66.680
0.767,-0.093,9.832,0.278,0.633,0.784,7.320,0.788,66.860
0.759,-0.165,9.832,0.223,0.615,0.790,7.443,0.739,67.040
0.782,-0.094,9.847,0.229,0.630,0.802,6.680,0.779,67.220
0.761,-0.152,9.867,0.237,0.708,0.745,6.236,0.719,67.400
0.893,-0.153,9.884,0.220,0.809,0.859,6.824,0.752,67.700
0.800,-0.202,9.893,0.231,0.801,0.843,6.410,0.861,68.000
0.858,-0.179,9.903,0.213,0.809,0.882,6.550,0.816,68.300
0.852,-0.141,9.891,0.252,0.809,0.864,6.432,0.903,68.600
0.779,-0.119,9.782,0.292,0.778,0.810,5.964,0.873,68.900
0.812,-0.164,8.936,0.255,0.926,0.619,5.102,0.554,60.580
0.804,-0.186,8.968,0.306,0.930,0.571,4.775,0.696,60.760
0.872,-0.056,9.045,0.284,0.926,0.584,5.503,0.641,60.940
0.856,-0.099,8.984,0.306,0.925,0.562,5.554,0.551,61.120
0.847,-0.088,9.054,0.278,0.929,0.584,5.590,0.598,61.300
0.869,-0.082,9.111,0.285,0.957,0.568,5.792,0.628,61.620
0.826,-0.050,9.105,0.314,0.955,0.568,5.996,0.602,61.940
0.803,-0.069,9.192,0.261,0.941,0.582,5.756,0.658,62.260
0.805,-0.113,9.241,0.260,0.925,0.583,5.917,0.623,62.580
0.840,-0.090,9.246,0.281,0.943,0.590,6.017,0.595,62.900
0.837,-0.047,9.300,0.275,0.969,0.621,5.578,0.557,63.600
0.831,-0.053,9.363,0.259,0.926,0.581,5.326,0.553,64.300
0.892,-0.084,9.423,0.270,0.929,0.582,5.682,0.824,65.000
0.809,-0.092,9.475,0.262,0.884,0.631,5.803,0.784,65.700
0.874,-0.058,9.462,0.268,0.941,0.727,5.812,0.859,66.400
0.881,0.064,8.833,0.203,0.918,0.571,4.609,0.781,58.820
0.920,0.068,8.904,0.173,0.962,0.586,4.493,0.484,59.280
0.904,0.099,8.920,0.150,0.928,0.712,4.586,0.631,60.200
0.948,0.151,9.061,0.153,0.931,0.692,5.031,0.700,60.500
0.919,0.107,9.158,0.181,0.932,0.689,4.885,0.688,60.800
0.935,0.136,9.248,0.179,0.928,0.649,4.913,0.748,61.100
0.943,0.146,9.304,0.170,0.909,0.627,4.825,0.752,61.400
0.906,0.173,9.308,0.208,0.900,0.653,4.983,0.686,61.700
0.947,0.090,9.300,0.171,0.900,0.694,5.057,0.760,61.900
0.924,0.119,9.334,0.214,0.865,0.675,5.334,0.675,62.100
0.942,0.054,9.386,0.192,0.849,0.654,5.465,0.696,62.300
0.946,0.149,9.418,0.167,0.873,0.707,5.563,0.711,62.500
0.918,0.141,9.396,0.260,0.843,0.636,6.011,0.718,62.700
0.832,-0.134,9.693,0.340,0.815,0.579,5.196,0.512,66.200
0.816,-0.101,9.699,0.423,0.838,0.623,4.801,0.556,66.800
0.805,-0.206,9.724,0.410,0.757,0.595,5.455,0.552,67.100
0.818,-0.226,9.755,0.378,0.762,0.603,5.223,0.546,67.260
0.704,-0.192,9.726,0.379,0.755,0.574,5.219,0.462,67.420
0.736,-0.176,9.760,0.331,0.693,0.539,5.074,0.502,67.580
0.863,0.097,9.777,0.368,0.768,0.587,5.283,0.503,67.740
0.740,-0.144,9.810,0.337,0.781,0.580,5.125,0.583,67.900
0.866,-0.087,9.839,0.337,0.849,0.591,5.304,0.569,68.100
0.881,-0.083,9.885,0.350,0.756,0.519,5.615,0.626,68.300
0.856,-0.051,9.934,0.355,0.769,0.590,5.650,0.626,68.500
0.832,-0.105,9.970,0.366,0.820,0.591,5.386,0.694,68.700
0.887,0.060,9.913,0.411,0.845,0.603,5.722,0.802,68.900
,-0.162,8.746,,0.900,,4.383,0.663,63.500
0.833,-0.218,8.783,0.187,0.875,0.736,5.085,0.579,63.800
0.676,-0.187,8.799,0.281,0.845,0.687,4.970,0.757,64.100
0.597,-0.210,8.829,0.239,0.771,0.784,5.142,0.572,64.400
0.606,-0.228,8.872,0.262,0.842,0.661,5.163,0.713,65.000
0.655,-0.237,8.869,0.205,0.717,0.713,5.386,0.817,65.300
0.641,-0.216,8.898,0.323,0.841,0.559,5.312,0.814,65.600
0.554,-0.234,8.914,0.416,0.843,0.638,4.897,0.773,65.900
0.535,-0.244,8.925,0.410,0.757,0.589,5.057,0.757,66.200
0.553,-0.229,8.871,0.256,0.803,0.587,4.803,0.819,66.500
0.879,0.041,6.776,0.327,0.758,0.623,4.595,0.684,44.800
0.748,0.074,6.823,0.240,0.854,0.634,4.833,0.643,45.500
0.756,0.006,6.865,0.280,0.864,0.623,4.654,0.514,46.200
0.818,-0.024,6.979,0.243,0.719,0.592,4.971,0.639,48.320
0.666,0.089,7.141,0.340,0.632,0.564,4.550,0.813,51.200
0.678,-0.030,7.157,0.353,0.682,0.648,4.280,0.823,53.200
0.738,0.049,7.162,0.397,0.691,0.640,4.654,0.897,54.200
0.742,0.073,7.155,0.384,0.682,0.587,4.932,0.870,55.200
0.612,0.645,8.158,0.205,0.695,0.764,4.439,0.691,57.020
0.757,0.689,8.230,0.217,0.638,0.803,4.176,0.775,57.380
0.774,0.698,8.299,0.112,0.592,0.858,4.786,,57.740
0.752,0.688,8.359,0.272,0.633,0.866,4.224,0.808,58.100
0.793,0.679,8.408,0.302,0.607,0.804,4.623,0.877,58.400
0.795,0.650,8.464,0.282,0.619,0.746,4.154,0.886,58.700
0.774,0.490,8.523,0.300,0.647,0.777,4.411,0.906,59.000
0.763,0.561,8.545,0.286,0.682,0.755,4.434,0.899,59.300
0.796,0.470,8.554,0.289,0.647,0.800,4.431,0.825,59.600
0.828,-0.101,9.059,0.160,0.839,0.811,4.886,0.781,49.680
0.763,-0.183,9.232,0.239,0.790,0.749,4.574,0.849,55.160
0.828,-0.190,9.215,0.277,0.831,0.721,4.441,0.810,56.200
0.864,-0.169,9.204,0.240,0.846,0.739,4.834,0.754,56.500
0.845,-0.174,9.173,0.256,0.879,0.672,4.436,0.739,56.800
0.741,-0.104,9.104,0.248,0.810,0.648,4.451,0.666,57.100
0.874,,7.616,0.171,0.897,0.717,4.567,0.689,57.200
0.787,0.317,7.638,0.152,0.891,0.643,4.748,0.413,57.700
0.818,0.291,7.686,0.153,0.900,0.745,4.441,0.618,58.200
0.813,0.044,7.723,0.215,0.950,0.570,4.917,0.616,58.700
0.779,0.092,7.765,0.226,0.911,0.672,4.350,0.519,59.200
0.741,-0.010,7.797,0.207,0.935,0.699,3.809,0.525,59.400
0.734,0.070,7.846,0.231,0.883,0.736,4.233,0.638,59.600
0.740,0.151,7.889,0.279,0.877,0.629,4.605,0.722,59.800
0.786,0.121,7.948,0.287,0.841,0.614,4.975,0.712,60.000
0.748,0.227,7.976,0.358,0.824,0.543,4.812,0.763,60.200
0.837,0.168,7.973,0.370,0.817,0.627,5.100,0.839,61.300
0.816,0.134,8.039,0.376,0.770,0.571,4.737,0.845,62.400
0.768,0.122,8.087,0.387,0.742,0.537,4.910,0.770,63.500
0.772,0.167,8.136,0.357,0.712,0.536,5.449,0.790,64.600
0.947,,10.814,0.233,0.571,0.869,7.464,0.901,70.400
0.944,0.344,10.881,0.213,0.445,0.818,7.452,0.896,70.800
0.944,0.365,10.899,0.182,0.419,0.788,7.631,0.883,71.000
0.957,0.349,10.864,0.206,0.399,0.853,7.502,0.921,71.400
0.938,0.336,10.875,0.181,0.359,0.863,7.564,0.925,71.520
0.939,0.288,10.861,0.226,0.434,0.861,7.471,0.877,71.640
0.925,0.305,10.857,0.235,0.505,0.867,7.407,0.919,71.760
0.909,0.331,10.867,0.221,0.457,0.868,7.321,0.910,71.880
0.879,0.261,10.882,0.202,0.412,0.834,7.324,0.904,72.000
0.926,0.239,10.899,0.215,0.433,0.838,7.541,0.907,72.100
0.937,0.250,10.921,0.185,0.363,0.852,7.459,0.920,72.200
0.939,0.161,10.941,0.205,0.371,0.862,7.463,0.920,72.300
0.941,0.213,10.953,0.231,0.360,0.838,7.425,0.886,72.400
0.944,0.151,10.901,0.247,0.281,0.784,7.504,0.935,72.500
0.946,0.312,10.526,0.219,0.224,0.880,7.305,0.932,71.200
0.967,0.279,10.546,0.238,0.295,0.854,7.604,0.878,71.400
0.944,0.298,10.528,0.232,0.334,0.854,7.381,0.893,71.600
0.976,0.254,10.520,0.235,0.321,0.847,7.224,0.918,72.000
0.954,0.284,10.536,0.210,0.269,0.864,7.191,0.935,72.120
0.930,0.287,10.553,0.207,0.289,0.866,7.250,0.902,72.240
0.958,0.237,10.571,0.151,0.312,0.835,7.280,0.944,72.360
0.942,0.348,10.592,0.199,0.273,0.848,7.306,0.932,72.480
0.987,0.329,10.608,0.160,0.186,0.834,7.418,0.942,72.600
0.937,0.266,10.623,0.207,0.278,0.833,7.226,0.927,72.800
0.955,0.294,10.633,0.172,0.222,0.817,7.327,0.942,73.000
0.954,0.120,10.660,0.168,0.207,0.845,7.370,0.949,73.200
0.939,0.157,10.666,0.191,0.234,0.816,7.205,0.912,73.400
0.952,0.125,10.600,0.209,0.283,0.849,7.257,0.918,73.600
0.877,0.010,8.398,0.294,0.844,0.779,4.460,0.745,64.140
0.866,0.140,8.434,0.287,0.826,0.810,4.944,0.836,64.480
0.857,0.076,8.454,0.289,0.819,0.784,5.104,0.791,64.820
0.835,0.070,8.407,0.299,0.794,0.781,5.353,0.746,65.160
0.863,0.018,8.436,0.268,0.802,0.805,5.687,0.792,65.500
0.800,-0.020,8.484,0.309,0.760,0.791,5.386,0.779,65.720
0.894,0.017,8.534,0.255,0.644,0.803,5.448,0.850,65.940
0.868,0.039,8.569,0.271,0.636,0.839,5.772,0.859,66.160
0.839,0.104,8.602,0.334,0.699,0.813,6.275,0.817,66.380
0.827,0.077,8.636,0.346,0.728,0.797,5.924,0.809,66.600
0.853,0.039,8.668,0.380,0.731,0.805,6.013,0.717,66.900
0.838,0.010,8.700,0.308,0.673,0.850,6.476,0.922,67.200
0.854,0.009,8.647,0.408,0.713,0.793,5.819,0.797,67.500
0.874,0.029,8.595,0.337,0.622,0.835,6.113,0.883,67.800
0.677,0.076,6.888,0.179,0.755,0.755,3.737,0.750,46.360
0.726,-0.056,6.881,0.158,0.748,0.706,4.277,0.584,47.120
0.607,-0.055,6.918,0.194,0.749,0.650,4.236,0.649,47.880
0.771,-0.009,6.898,0.115,0.483,0.730,4.267,0.880,48.640
0.655,-0.023,6.941,0.126,0.529,0.745,4.101,0.817,49.400
0.818,-0.055,6.925,0.166,0.549,0.700,4.556,0.780,49.920
0.700,-0.064,6.987,0.142,0.777,0.603,3.798,0.734,50.440
0.696,-0.077,7.002,0.208,0.711,0.650,3.716,0.825,50.960
0.753,-0.046,7.027,0.205,0.605,0.678,4.181,0.688,51.480
0.713,-0.032,7.030,0.218,0.703,0.682,3.671,0.728,52.000
0.683,-0.016,7.047,0.325,0.814,0.675,4.235,0.702,52.500
0.582,-0.030,7.058,0.427,0.778,0.731,4.616,0.684,53.000
0.612,0.009,7.087,0.503,0.637,0.771,5.164,0.791,53.500
0.677,0.026,7.106,0.304,0.729,0.816,5.004,0.831,54.000
0.735,0.085,8.326,0.178,0.871,0.781,4.710,0.649,44.120
0.718,0.136,8.364,0.141,0.918,0.826,4.890,0.635,44.640
0.780,0.119,8.403,0.244,0.892,0.740,4.939,0.584,45.160
0.722,0.067,8.453,0.225,0.913,0.745,4.980,0.537,45.680
0.824,0.067,8.504,0.190,0.911,0.782,4.760,0.565,46.200
0.818,0.066,8.543,0.209,0.900,0.811,5.493,0.652,47.120
0.663,0.051,8.581,0.286,0.905,0.638,4.818,0.622,47.580
0.812,-0.035,8.615,0.251,0.926,0.717,4.933,0.680,48.500
0.805,0.043,8.573,0.252,0.905,0.732,5.220,0.798,48.900
0.733,0.124,8.555,0.236,0.835,0.725,5.322,0.826,49.300
0.741,-0.010,8.548,0.256,0.866,0.805,5.252,0.790,49.700
0.734,0.032,8.544,0.245,0.873,0.715,4.356,0.729,50.100
0.739,0.099,8.484,0.316,0.913,0.744,5.503,0.713,50.500
0.871,,,0.405,0.855,0.709,5.463,0.693,
0.869,,,0.443,0.715,0.622,5.567,0.775,
0.802,,,0.311,0.692,0.724,5.786,0.830,
0.791,,,0.319,0.659,0.702,5.843,0.785,
0.808,,,0.346,0.670,0.644,5.827,0.796,
0.837,,,0.262,0.614,0.480,5.608,0.797,
0.803,,,0.296,0.640,0.494,5.467,0.793,
0.811,0.080,9.416,0.251,0.870,0.603,4.494,0.439,64.095
0.734,-0.042,9.464,0.370,0.844,0.576,4.428,0.552,64.349
0.687,-0.058,9.496,0.314,0.856,0.567,4.180,0.513,64.502
0.784,-0.087,9.518,0.363,0.865,0.588,4.898,0.607,64.661
0.798,-0.084,9.513,0.422,0.920,0.642,4.640,0.613,64.811
0.832,0.025,9.541,0.331,0.861,0.578,5.186,0.641,64.942
0.793,0.035,9.576,0.307,0.861,0.637,5.204,0.645,65.053
0.766,-0.047,9.613,0.299,0.824,0.620,4.976,0.660,65.145
0.871,0.080,9.640,0.292,0.870,0.639,5.346,0.706,65.225
0.800,-0.059,9.650,0.299,0.856,0.502,5.234,0.752,65.303
0.849,-0.041,9.677,0.298,0.910,0.590,5.240,0.745,65.389
0.815,0.024,9.711,0.304,0.923,0.576,5.015,0.725,65.474
0.750,0.131,9.690,0.365,0.877,0.605,5.054,0.787,65.560
0.959,0.109,11.031,0.197,0.397,0.832,7.416,0.960,71.320
0.936,0.018,11.042,0.155,0.503,0.792,7.632,0.947,71.560
0.948,0.147,11.017,0.213,0.368,0.823,7.678,0.947,72.240
0.941,0.181,11.024,0.194,0.405,0.834,7.444,0.956,72.680
0.947,0.257,11.033,0.209,0.299,0.843,7.603,0.948,72.900
0.960,0.133,11.035,0.209,0.410,0.850,7.596,0.954,73.000
0.950,0.236,11.050,0.203,0.250,0.849,7.579,0.953,73.100
0.966,0.094,11.056,0.212,0.268,0.827,7.444,0.960,73.200
0.942,0.111,11.061,0.195,0.271,0.823,7.442,0.954,73.300
0.956,0.075,11.042,0.216,0.271,0.823,7.290,0.965,73.400
,0.025,10.382,0.295,,,6.853,0.916,65.500
0.591,,8.218,0.237,0.844,,5.225,0.630,54.200
0.479,0.089,8.277,0.310,0.794,0.683,5.671,0.396,55.000
0.373,0.100,8.271,0.321,0.848,0.655,4.414,0.335,55.400
0.522,0.077,8.277,0.349,0.874,0.639,5.208,0.388,55.800
0.571,0.300,8.270,0.372,0.852,0.651,5.786,0.364,56.200
0.510,0.030,8.276,0.358,0.857,0.628,5.267,0.376,56.420
0.542,0.165,8.289,0.332,0.842,0.665,5.132,0.367,56.640
0.607,0.100,8.311,0.274,0.792,0.598,5.138,0.448,56.860
0.552,0.140,8.336,0.295,0.677,0.585,5.436,0.543,57.080
0.562,0.085,8.361,0.329,0.717,0.575,4.823,0.587,57.300
0.627,0.095,8.394,0.332,0.793,0.648,5.549,0.634,57.700
0.690,0.045,8.428,0.308,0.714,0.586,5.831,0.713,58.100
0.685,0.069,8.464,0.377,0.799,0.567,5.472,0.773,58.500
0.617,0.124,8.453,0.424,0.776,0.581,4.443,0.685,58.900
0.818,,8.213,0.431,0.858,0.497,4.716,0.547,61.780
0.712,-0.080,8.218,0.412,0.844,0.566,4.151,0.365,61.897
0.666,-0.070,8.276,0.403,0.753,0.571,4.386,0.358,62.015
0.738,-0.085,8.329,0.466,0.797,0.544,4.470,0.468,62.132
0.822,-0.117,8.383,0.381,0.752,0.628,4.703,0.504,62.250
0.751,-0.127,8.474,0.388,0.750,0.567,4.751,0.522,
0.782,-0.153,8.531,0.379,0.730,0.616,4.647,0.542,
0.761,-0.150,8.489,0.365,0.780,0.594,4.844,0.454,
0.775,-0.147,8.457,0.380,0.804,0.565,4.722,0.657,
0.766,-0.153,8.480,0.369,0.774,0.594,4.695,0.556,
0.818,-0.129,8.498,0.378,0.812,0.593,4.907,0.608,
0.824,-0.163,8.485,0.416,0.831,0.597,4.628,0.632,
0.819,,,0.419,0.814,0.610,4.554,0.655,
0.833,,,0.400,0.829,0.625,4.483,0.653,
0.951,-0.047,9.764,0.232,0.912,0.845,6.128,0.882,67.900
0.937,0.083,9.859,0.149,0.915,0.820,6.894,0.640,68.000
0.922,0.060,9.935,0.150,0.881,0.819,6.931,0.707,68.100
0.905,0.014,9.930,0.144,0.889,0.883,7.034,0.721,68.200
0.928,-0.009,9.969,0.146,0.880,0.888,7.321,0.755,68.300
0.876,0.009,10.059,0.180,0.840,0.885,7.248,0.829,68.500
0.897,-0.002,10.135,0.207,0.796,0.869,6.860,0.783,68.700
0.896,0.018,10.184,0.226,0.814,0.869,6.866,0.811,68.900
0.873,0.002,10.217,0.254,0.847,0.808,6.631,0.894,69.100
0.883,-0.007,10.255,0.264,0.810,0.801,6.606,0.847,69.300
0.882,-0.102,10.287,0.244,0.837,0.858,6.118,0.884,69.400
0.912,-0.170,10.324,0.242,0.841,0.833,6.568,0.900,69.500
0.904,-0.131,10.343,0.223,0.837,0.884,6.281,0.861,69.600
0.886,-0.199,10.356,0.244,0.869,0.878,6.086,0.883,69.700
0.895,0.066,9.088,0.303,0.841,0.816,4.730,0.691,63.620
0.863,0.132,9.126,0.219,0.930,0.867,5.272,0.699,63.840
0.889,0.057,9.174,0.259,0.891,0.849,5.570,0.649,64.060
0.900,0.027,9.158,0.186,0.857,0.832,5.576,0.718,64.280
0.889,0.076,9.250,0.176,0.780,0.855,5.841,0.726,64.500
0.869,0.191,9.278,0.190,0.756,0.810,5.677,0.666,64.620
0.931,0.200,9.259,0.213,0.774,0.837,5.820,0.748,64.740
0.939,0.046,9.326,0.224,0.903,0.919,5.936,0.909,64.860
0.959,-0.002,9.360,0.216,0.762,0.944,5.119,0.759,64.980
0.914,-0.008,9.377,0.219,0.863,0.866,5.560,0.806,65.100
0.940,-0.071,9.406,0.197,0.756,0.925,5.801,0.854,65.300
